Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1_Doganella,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3_Doganella,Depth_to_Groundwater_Pozzo_4_Doganella,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1_Doganella,Volume_Pozzo_2,Volume_Pozzo_3_Doganella,Volume_Pozzo_4_Doganella,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri,Rainfall_Simignano,Rainfall_Siena_Poggio_al_Vento,Rainfall_Mensano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Ponte_Orgia,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Depth_to_Groundwater_Pozzo_1_Luco,Depth_to_Groundwater_Pozzo_3_Luco,Depth_to_Groundwater_Pozzo_4_Luco,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1_Luco,Volume_Pozzo_3_Luco,Volume_Pozzo_4_Luco,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta,Rainfall_Terni,Flow_Rate_Lupa,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto,Temperature_Le_Croci,Lake_Level,Flow_Rate
26/01/2016,2.8,0.2,1.0,0.2,1.2,,,,0.4,,,,,,11.55,1.43,0.0,0.0,1.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,,-5.33,-1.38,-5.19,-3.83,8.95,6.2,9.75,9.55,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-1.0,,0.0,-43.85,-90.61,-107.29,-94.99,,-88.86,-97.36,-92.87,-94.43,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.2,,0.0,,0.0,-6.4,,,,0.0,9.4,9.1,8.3,-87.61524662,-97.23526951,-124.3316753,0.0,-24.15,-24.02,7.6,7.2,-28365.12,2.8,0.0,0.0,0.0,0.0,0.0,-36.87,-50.73,-294.94,7.05,7.6,4.65,-0.327773153,-2.872341311,-5.035053763,-21.50494277,1.608,-99.39,0.0,7.05,,8.55,248.91,0.6
27/01/2016,3.8,1.2,2.0,1.0,2.4,,,,1.6,,,,,,13.05,1.49,0.0,1.2,4.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,,-5.34,-1.44,-5.14,-3.86,11.4,6.85,11.15,11.35,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-1.0,,,-43.86,-90.61,-107.3,-94.99,,-88.87,-97.36,-92.89,-94.43,,,,,,,,,,,1.2,,0.4,2.4,1.4,0.8,,1.0,,0.0,-6.4,,,,0.0,9.8,9.35,9.35,-87.61524662,-97.23526951,-124.3316753,0.0,-24.1,-23.98,9.2,8.9,-28362.528,2.8,0.0,0.0,0.2,0.0,0.0,-36.87,-50.74,-294.98,7.55,8.1,6.7,-0.327773153,-2.872341311,-5.035053763,-21.50494277,1.608,-99.4,0.0,6.85,,9.6,248.92,0.6
28/01/2016,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,13.0,1.53,0.0,2.6,8.2,1.0,0.8,1.2,0.2,0.0,0.6,2.8,,-5.37,-1.47,-5.11,-3.88,10.85,13.4,11.35,11.15,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-0.95,0.0,0.0,-43.89,-90.59,-107.27,-94.99,,-88.86,-97.36,-92.89,-94.43,,,,,,,,,,,0.4,,0.4,0.0,0.2,0.0,,1.0,,0.2,,,,,0.0,10.25,10.05,9.75,-87.61524662,-97.23526951,-124.3316753,0.0,-24.11,-23.98,11.2,10.5,-28213.056,2.8,0.0,0.0,0.0,0.0,0.0,-36.88,-50.74,-295.02,6.85,5.8,5.55,-0.327773153,-2.872341311,-5.035053763,-21.50494277,1.608,,0.0,8.1,,9.3,248.94,0.6
29/01/2016,4.2,2.6,4.0,13.4,2.0,,,,0.0,,,,,,13.85,1.42,0.2,0.4,1.4,1.2,0.2,0.4,0.4,0.0,22.0,1.0,-12.5,-5.4,-1.5,-5.13,-3.9,11.3,9.5,11.8,11.9,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.27,-0.95,0.0,0.0,-44.06,-90.59,-107.27,-94.99,,-88.86,-97.36,-92.87,-94.43,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.2,,0.0,,0.0,,,,,0.0,11.05,10.2,10.05,-87.61524662,-97.23526951,-124.3316753,0.0,-24.14,-24.01,9.7,9.3,-27943.488,2.8,0.0,0.0,0.0,0.0,0.0,-36.88,-50.74,-295.06,6.75,7.8,5.05,-0.327773153,-2.872341311,-5.035053763,-21.50494277,1.608,,0.0,8.1,,9.8,248.95,0.6
30/01/2016,7.6,4.2,4.4,6.6,5.4,,,,0.0,,,,,,13.85,1.48,5.8,3.0,8.6,1.0,11.0,8.8,8.8,0.2,14.6,8.4,,-5.43,-1.54,-5.19,-3.9,12.05,8.5,11.7,12.5,-6681.312,-17794.08,-11509.344,-4960.354839,-4979.709677,0.28,-0.94,0.0,0.0,-44.11,-90.59,-107.29,-94.99,,-88.86,-97.36,-92.89,-94.44,,,,,,,,,,,0.0,,0.0,0.2,0.2,0.0,,0.0,,0.0,,,,,0.0,10.2,9.85,9.05,-87.61524662,-97.23526951,-124.3316753,0.0,-24.15,-23.99,9.5,9.5,-28785.024,2.8,0.0,0.0,0.0,0.0,0.0,-36.89,-50.75,-295.09,6.35,5.95,4.6,-0.327773153,-2.872341311,-5.035053763,-21.50494277,1.608,-99.41,0.0,7.8,,9.3,248.96,0.6
31/01/2016,0.2,0.0,0.0,0.0,0.2,,,,3.0,,,,,,12.45,1.37,8.6,1.6,12.0,0.0,12.8,10.4,10.4,0.8,0.2,16.2,,-5.43,-1.59,-5.16,-3.9,12.45,8.6,12.3,12.85,-6347.2464,-16904.376,-10933.8768,-4712.337097,-4730.724194,0.32,-0.92,,,-44.11,-90.62,-107.31,-94.99,,-88.87,-97.36,-92.89,-94.44,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,11.1,11.05,9.25,-83.23448429,-92.37350604,-118.1150916,0.0,-24.06,-23.9,12.0,12.0,-27200.448,2.8,0.0,0.0,0.0,0.0,0.0,-36.89,-50.75,-295.12,8.5,7.95,6.95,-0.311384495,-2.728724246,-4.783301075,-20.42969563,1.608,-99.42,0.8,7.3,,9.65,248.98,0.6
01/02/2016,2.0,1.2,1.6,3.6,1.0,,,,0.0,,,,,,13.75,1.42,3.2,3.4,0.2,7.0,10.6,10.4,6.4,0.0,2.2,7.6,,-5.43,-1.55,-5.13,-3.88,12.3,10.55,14.5,13.6,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.39,-0.87,,0.0,-44.11,-90.64,-107.31,-94.99,,-88.87,-97.36,-92.9,-94.48,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,12.9,12.15,11.2,-86.63218074,-86.08357669,-156.3675624,0.0,-24.08,-23.91,12.8,12.5,-27733.536,2.8,0.0,0.0,0.0,0.2,0.0,-36.89,-50.75,-295.15,9.25,8.6,8.05,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.43,16.0,9.5,,12.05,249.0,0.6
02/02/2016,12.4,11.0,11.6,23.0,10.4,,,,0.2,,,,,,12.6,1.35,0.2,1.8,4.4,1.4,0.2,0.6,0.4,0.0,13.2,0.8,,-5.45,-1.52,-5.15,-3.87,9.05,8.1,10.5,10.3,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.35,-0.8,,1.0,-44.11,-90.64,-107.32,-94.99,,-88.87,-97.36,-92.9,-94.48,,,,,,,,,,,1.0,,0.0,0.4,0.6,0.8,,0.2,,0.0,,,,,0.0,11.25,10.05,7.55,-86.63218074,-86.08357669,-156.3675624,0.0,-24.18,-24.0,11.1,10.6,-28026.432,2.8,0.0,0.0,0.2,0.2,0.0,-36.9,-50.76,-295.19,7.5,7.05,6.0,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.44,0.2,9.3,,9.2,249.02,0.6
03/02/2016,0.0,0.0,0.8,0.4,0.6,,,,2.8,,,,,,11.0,1.32,2.0,2.4,2.2,1.6,2.8,3.0,1.8,0.0,0.0,3.8,,-5.42,-1.59,-5.06,-3.87,10.5,5.2,10.65,10.95,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.34,-0.85,,1.0,-44.11,-90.64,-107.34,-94.99,,-88.87,-97.36,-92.91,-94.48,,,,,,,,,,,1.2,,0.2,0.8,2.6,2.2,,0.0,,0.2,,,,,0.0,8.25,7.6,9.1,-86.63218074,-86.08357669,-156.3675624,0.2,-24.13,-24.01,12.4,12.2,-27475.2,2.8,0.0,0.8,2.4,1.2,0.6,-36.9,-50.75,-295.22,5.5,5.4,5.25,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.45,2.8,8.3,,6.65,249.05,0.6
04/02/2016,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,7.2,1.4,20.0,1.6,0.2,1.0,14.0,10.0,22.0,0.8,0.0,20.6,,-5.45,-1.55,-5.06,-3.86,8.2,4.15,8.5,8.8,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.41,-0.85,0.0,2.0,-44.11,-89.83,-107.34,-95.01,,-88.87,-97.36,-92.91,-94.48,,,,,,,,,,,7.6,,4.0,4.8,1.0,2.8,,9.4,,0.0,,,,,0.0,7.3,6.1,4.8,-86.63218074,-86.08357669,-156.3675624,0.2,-24.38,-24.1,7.1,6.9,-27360.288,2.7,0.0,5.0,3.2,6.4,0.0,-36.9,-50.76,-295.24,2.8,2.7,2.5,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.46,1.2,4.9,,6.6,249.3,0.6
05/02/2016,0.0,0.0,0.0,0.0,0.2,,,,0.0,,,,,,6.4,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-5.47,-1.53,-5.09,-3.88,6.8,5.85,8.1,7.5,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.38,-0.86,0.0,0.0,-44.15,-89.83,-107.34,-95.01,,-88.87,-97.36,-92.91,-94.48,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,9.0,7.85,5.65,-86.63218074,-86.08357669,-156.3675624,0.0,-24.49,-24.19,4.4,4.3,-28138.752,2.7,0.0,2.8,0.0,0.0,1.0,-36.91,-50.76,-295.28,5.4,4.85,4.45,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.47,0.0,5.05,,6.2,249.39,0.6
06/02/2016,6.4,6.0,6.4,14.8,7.6,,,,0.0,,,,,,8.35,1.41,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,45.0,0.0,,-5.49,-1.51,-5.14,-3.88,6.7,5.65,8.3,7.45,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.36,-0.87,0.0,0.0,-44.22,-89.8,-107.32,-95.01,,-88.87,-97.36,-92.91,-94.48,,,,,,,,,,,0.2,,0.0,0.2,0.2,0.2,,0.0,,0.4,,,,,0.0,8.45,7.2,5.05,-86.63218074,-86.08357669,-156.3675624,0.0,-24.53,-24.26,5.5,5.1,-28465.344,2.7,0.0,0.0,0.0,0.0,0.0,-36.91,-50.77,-295.32,6.05,3.7,4.0,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.48,0.0,6.15,,6.2,249.45,0.6
07/02/2016,3.2,7.4,2.6,11.2,2.8,,,,0.8,,,,,,11.4,1.64,19.4,3.6,6.4,6.4,13.2,10.4,14.6,0.0,28.8,25.8,,-5.49,-1.61,-5.09,-3.81,10.6,5.7,11.15,10.35,-5922.8928,-15573.0384,-10158.2208,-3153.606897,-7464.346552,0.47,-0.47,,0.0,-44.23,-89.8,-107.3,-94.99,,-88.85,-97.36,-92.89,-94.49,,,,,,,,,,,0.4,,0.0,0.2,0.4,0.4,,0.0,,0.0,,,,,0.0,9.8,9.4,8.1,-82.3005717,-81.77939786,-148.5491843,0.0,-24.45,-24.15,9.7,9.3,-27768.096,2.7,0.0,1.0,0.0,1.2,0.6,-36.91,-50.77,-295.35,5.6,5.8,5.05,-0.331142857,-2.851134852,0.0,-23.41193103,4.733,-99.49,0.2,5.0,,8.55,249.5,0.6
08/02/2016,17.4,36.4,24.6,44.2,29.8,,,,0.0,,,,,,13.45,1.64,80.8,18.0,12.6,2.0,37.2,35.6,55.8,2.0,60.2,89.0,,-5.39,-1.5,-5.02,-3.16,12.25,5.9,11.65,12.1,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,1.07,1.41,,,-44.25,-89.83,-107.3,-94.98,,-88.84,-97.36,-92.88,-94.48,,,,,,,,,,,1.6,,4.0,3.2,13.4,1.4,,0.6,,0.0,,,,,0.0,11.15,10.35,10.9,-86.63218074,-86.08357669,-156.3675624,0.2,-24.37,-24.14,11.6,11.3,-27137.376,2.7,0.0,16.2,28.2,19.2,19.4,,-50.77,-295.37,6.55,6.8,5.4,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.5,3.8,7.6,,9.15,249.65,0.6
09/02/2016,6.0,14.0,7.8,13.8,8.8,,,,9.4,,,,,,13.7,1.47,5.6,5.8,7.2,2.2,9.8,10.4,10.2,0.0,15.0,5.8,,-5.42,-1.47,-4.95,-2.9,13.2,8.15,13.0,13.95,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.84,0.69,,6.0,-44.28,-90.0,-107.3,-94.97,,-88.84,-97.36,-92.87,-94.48,,,,,,,,,,,0.2,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,11.15,9.75,8.95,-86.63218074,-86.08357669,-156.3675624,1.0,-24.38,-24.1,12.3,12.1,-26428.032,2.7,0.0,0.0,0.0,0.0,0.0,-36.91,-50.77,-295.41,6.55,6.95,5.45,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.51,6.8,8.35,,10.1,249.85,0.6
10/02/2016,0.4,0.0,0.2,0.0,0.2,,,,0.0,,,,,,9.7,2.28,77.2,21.8,0.4,10.2,72.6,55.6,75.8,17.6,0.6,128.2,,-5.42,-1.14,-4.89,-1.99,8.85,6.6,9.3,9.4,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,1.41,2.49,,,-44.3,-90.56,-107.33,-94.98,,-88.84,-97.36,-92.88,-94.49,,,,,,,,,,,10.0,,85.4,15.2,29.2,8.8,,8.2,,0.0,,,,,0.0,8.85,7.85,8.25,-86.63218074,-86.08357669,-156.3675624,7.6,-24.45,-24.1,8.8,8.7,-28556.928,3.0,24.8,44.7,41.2,49.0,31.4,-36.9,-50.76,-295.42,5.0,5.2,4.4,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.52,9.2,5.5,,8.1,250.58,2.7
11/02/2016,35.2,21.2,24.2,32.4,27.8,,,,12.8,,,,,,7.7,2.28,1.4,0.0,5.0,0.0,0.0,0.0,0.0,0.4,34.2,0.0,,,-1.18,-4.95,-2.04,7.25,4.3,8.45,7.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.91,0.86,,,-44.32,-90.56,-107.36,-94.97,,-88.83,-97.36,-92.87,-94.49,,,,,,,,,,,1.6,,22.6,2.0,2.6,1.6,,1.6,,0.0,,,,,0.0,8.25,7.1,8.05,-86.63218074,-86.08357669,-156.3675624,1.8,-24.38,-24.17,7.8,7.5,-26912.736,3.0,4.4,20.5,8.0,10.0,6.4,-36.9,-50.76,-295.44,3.35,4.1,3.4,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.53,6.6,4.9,,6.7,250.89,7.5
12/02/2016,8.8,8.0,4.6,10.2,8.8,,,,18.2,,,,,,10.0,2.39,16.2,28.2,40.2,32.2,17.2,23.2,15.0,0.4,3.8,17.8,,-5.42,-0.94,-4.89,-2.27,8.9,4.3,8.4,8.95,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.8,0.51,,,-44.33,-90.56,-107.36,-94.95,,-88.82,-97.36,-92.86,-94.49,,,,,,,,,,,4.4,,5.4,2.0,1.4,3.4,,1.8,,0.2,,,,,0.0,7.6,8.95,8.95,-86.63218074,-86.08357669,-156.3675624,3.0,-24.24,-24.06,10.0,9.6,-24909.12,2.9,0.0,0.0,0.0,0.0,2.8,-36.9,-50.76,-295.46,6.9,7.25,5.25,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.54,10.6,5.45,,5.65,251.04,7.5
13/02/2016,31.0,30.6,26.4,22.2,28.0,,,,16.8,,,,,,11.2,2.75,23.8,16.2,17.2,13.2,23.2,15.6,23.4,2.2,19.4,25.2,,-5.47,-0.9,-4.82,-2.33,8.3,4.7,8.2,8.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.81,0.52,,,-44.38,-90.55,-107.37,-94.97,,-88.83,-97.36,-92.86,-94.49,,,,,,,,,,,9.0,,6.4,12.0,13.0,8.0,,7.8,,5.6,,,,,0.0,8.5,9.1,9.3,-86.63218074,-86.08357669,-156.3675624,1.2,-24.28,-24.02,11.5,11.5,-25704.0,3.3,6.4,15.5,11.2,16.8,10.6,-36.9,-50.76,-295.47,7.3,7.6,6.7,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.57,20.8,9.3,,6.65,251.35,7.5
14/02/2016,16.2,14.2,13.8,16.4,17.6,,,,5.2,,,,,,12.2,3.46,21.6,26.6,20.8,20.8,29.0,28.6,20.2,0.0,10.2,27.0,,,-0.78,-4.74,-2.27,11.1,5.25,11.15,11.65,-5922.8928,-15573.0384,-10158.2208,-3153.606897,-7464.346552,0.9,0.8,,,-44.42,-90.54,-107.39,-94.98,,-88.84,-97.36,-92.88,-94.5,,,,,,,,,,,14.4,,10.4,14.4,18.2,12.6,,11.0,,10.4,,,,,0.0,10.5,10.55,9.9,-82.3005717,-81.77939786,-148.5491843,12.6,-24.29,-24.04,12.5,12.5,-25125.12,3.4,8.2,8.2,12.4,11.0,7.8,-36.9,-50.76,-295.49,8.15,8.85,7.3,-0.331142857,-2.851134852,0.0,-23.41193103,4.733,-99.58,40.1,8.0,,9.3,251.53,7.5
15/02/2016,20.8,23.6,16.2,23.4,15.8,,,,31.4,,,,,,10.4,3.47,7.2,11.6,14.2,13.2,10.4,11.6,9.8,2.0,20.2,7.8,,,-0.87,-4.66,-2.24,7.7,3.6,8.1,7.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.84,0.64,,15.0,-44.42,-90.54,-107.41,-95.01,,-88.84,-97.36,-92.88,-94.53,,,,,,,,,,,8.2,,6.4,5.8,7.8,7.4,,3.6,,11.8,,,,,0.0,7.1,7.3,7.45,-86.63218074,-86.08357669,-156.3675624,17.4,-24.5,-24.16,10.9,10.6,-26134.272,3.5,12.8,12.0,17.2,15.4,15.2,-36.9,-50.77,-295.49,5.45,5.45,4.55,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.59,16.6,9.3,,6.15,252.08,11.48
16/02/2016,13.2,9.8,10.2,10.2,11.6,,,,11.8,,,,,,9.65,4.9,31.2,24.8,35.4,32.4,32.4,24.0,33.0,35.4,14.0,35.2,,-5.19,-0.58,-4.69,-2.27,11.0,5.85,11.5,11.25,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.85,0.69,0.0,0.0,-44.42,-90.54,-107.45,-95.01,,-88.85,-97.36,-92.9,-94.55,,,,,,,,,,,49.2,,38.6,44.8,44.6,45.2,,38.0,,34.2,,,,,0.0,9.05,9.2,9.75,-86.63218074,-86.08357669,-156.3675624,1.6,-24.47,-24.27,9.5,10.4,-25636.608,3.5,51.4,61.7,51.2,75.8,58.8,-36.88,-50.75,-295.52,7.15,8.25,6.6,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.6,1.2,12.75,,6.6,252.28,26.41
17/02/2016,0.2,0.0,0.2,0.0,0.2,,,,12.0,,,,,,8.3,4.13,9.2,11.4,8.0,14.8,19.2,15.4,15.8,29.2,0.0,14.8,-12.27,-5.11,-0.62,-4.66,-2.26,8.9,3.05,9.1,8.35,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.83,0.62,1.0,0.0,-44.41,-90.54,-107.49,-95.01,,-88.86,-97.36,-92.9,-94.56,,,,,,,,,,,23.0,,19.2,23.0,24.0,24.4,,21.4,,15.2,,,,,0.0,7.55,7.4,8.5,-86.63218074,-86.08357669,-156.3675624,1.2,-24.38,-24.23,10.4,10.2,-25413.696,3.3,15.2,13.2,11.4,13.8,24.0,-36.87,-50.75,-295.55,5.55,5.65,5.05,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.61,0.0,10.05,,4.7,252.3,27.63
18/02/2016,2.2,0.8,1.2,0.8,0.6,,,,1.8,,,,,,9.4,3.45,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,15.0,0.2,,-5.07,-0.8,-4.63,-2.35,7.2,3.45,8.95,8.3,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.74,0.35,0.0,0.0,-44.37,-90.54,-107.5,-95.03,,-88.86,-97.36,-92.92,-94.56,,,,,,,,,,,6.2,,7.4,3.2,7.4,5.6,,8.0,,5.2,,,,,0.0,6.6,6.55,6.85,-86.63218074,-86.08357669,-156.3675624,0.0,-24.24,-24.15,9.5,9.6,-22010.4,3.2,19.4,14.8,19.8,18.2,20.2,-36.87,-50.74,-295.58,4.85,4.9,5.1,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.62,0.8,6.4,,8.15,252.21,18.81
19/02/2016,0.6,0.2,0.0,0.0,0.0,,,,1.8,,,,,,9.85,2.74,4.4,3.4,4.0,2.6,6.4,4.0,3.4,0.0,2.6,5.2,,-5.08,-0.87,-4.57,-2.46,9.55,2.55,9.15,9.55,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.67,0.12,0.0,,-44.37,-90.54,-107.51,-95.04,,-88.87,-97.36,-92.94,-94.57,,,,,,,,,,,0.8,,1.2,1.0,1.0,0.4,,0.4,,0.4,,,,,0.0,7.65,8.0,6.9,-86.63218074,-86.08357669,-156.3675624,0.0,-24.43,-24.22,9.2,9.2,-25583.904,3.1,0.0,0.0,0.0,0.0,0.0,-36.88,-50.75,-295.59,5.2,4.05,3.8,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.63,0.8,5.55,,7.55,252.1,10.88
20/02/2016,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,8.2,2.47,7.8,8.8,9.6,12.2,11.8,7.8,12.6,1.0,0.0,13.6,,-5.12,-0.81,-4.65,-2.57,7.45,3.25,8.4,8.05,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.63,0.0,,,-44.32,-90.55,-107.52,-95.06,,-88.88,-97.36,-92.95,-94.6,,,,,,,,,,,0.6,,0.6,1.8,0.6,0.2,,0.2,,0.0,,,,,0.0,6.7,5.95,7.2,-86.63218074,-86.08357669,-156.3675624,3.4,-24.47,-24.26,8.1,7.8,-24604.992,3.0,0.6,2.3,0.2,1.6,0.2,-36.89,-50.76,-295.6,4.1,5.0,4.1,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.64,0.4,6.0,,7.25,252.05,8.25
21/02/2016,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,10.75,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.4,,-5.16,-0.91,-4.66,-2.66,8.75,4.55,8.9,9.7,-5922.8928,-15573.0384,-10158.2208,-3153.606897,-7464.346552,0.59,-0.15,0.0,0.0,-44.32,-90.55,-107.51,-95.06,,-88.88,-97.36,-92.95,-94.6,,,,,,,,,,,0.0,,0.2,0.2,0.2,0.0,,0.0,,0.0,,,,,0.0,10.15,9.5,9.05,-82.3005717,-81.77939786,-148.5491843,0.0,-24.37,-24.2,7.4,6.3,-22699.872,3.0,0.0,0.0,0.0,0.0,0.0,-36.9,-50.77,-295.63,6.65,6.2,5.5,-0.331142857,-2.851134852,0.0,-23.41193103,4.733,-99.65,0.0,7.15,,7.85,252.02,7.6
22/02/2016,11.0,9.2,10.0,10.2,10.6,,,,0.6,,,,,,11.3,2.06,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,21.4,0.0,,-5.17,-1.07,-4.57,-2.74,10.55,6.95,10.85,10.9,-6234.624,-16392.672,-10692.864,-3319.586207,-7857.206897,0.56,-0.26,0.0,0.0,-44.32,-90.53,-107.55,-95.06,,-88.88,-97.36,-92.95,-94.6,,,,,,,,,,,0.2,,0.0,0.0,0.0,0.2,,0.0,,0.0,,,,,0.0,11.1,10.2,8.5,-86.63218074,-86.08357669,-156.3675624,1.0,-24.27,-24.13,9.7,9.7,-22952.16,3.0,0.0,0.0,0.0,0.0,0.0,-36.91,-50.78,-295.66,8.6,7.75,8.6,-0.348571429,-3.001194581,0.0,-24.64413793,4.733,-99.66,0.0,9.25,,11.15,251.97,7.5
